Id,Day,Hour,Date,StepTotal,Calories,TotalIntensity,AverageIntensity
4020332650,Tuesday,20,2016-04-19,0,83,0,0.0
4020332650,Tuesday,21,2016-04-19,0,83,0,0.0
4020332650,Tuesday,22,2016-04-19,0,83,0,0.0
4020332650,Tuesday,23,2016-04-19,0,83,0,0.0
4020332650,Wednesday,0,2016-04-20,0,83,0,0.0
4020332650,Wednesday,1,2016-04-20,0,83,0,0.0
4020332650,Wednesday,2,2016-04-20,0,83,0,0.0
4020332650,Wednesday,3,2016-04-20,0,83,0,0.0
4020332650,Wednesday,4,2016-04-20,0,83,0,0.0
4020332650,Wednesday,5,2016-04-20,0,83,0,0.0
4020332650,Wednesday,6,2016-04-20,0,83,0,0.0
4020332650,Wednesday,7,2016-04-20,0,83,0,0.0
4020332650,Wednesday,8,2016-04-20,0,83,0,0.0
4020332650,Wednesday,9,2016-04-20,0,83,0,0.0
4020332650,Wednesday,10,2016-04-20,0,83,0,0.0
4020332650,Wednesday,11,2016-04-20,0,83,0,0.0
4020332650,Wednesday,12,2016-04-20,0,83,0,0.0
4020332650,Wednesday,13,2016-04-20,0,83,0,0.0
4020332650,Wednesday,14,2016-04-20,0,83,0,0.0
4020332650,Wednesday,15,2016-04-20,0,83,0,0.0
4020332650,Wednesday,16,2016-04-20,0,83,0,0.0
4020332650,Wednesday,17,2016-04-20,0,83,0,0.0
4020332650,Wednesday,18,2016-04-20,0,83,0,0.0
